Id,SalePrice
1845,138388.25
1846,148436.55
1847,160266.69
1848,99237.1
1849,134897.92
1850,120605.5
1851,153882.83
1852,120684.87
1853,104325.69
1854,173649.95
1855,168785.42
1856,231410.45
1857,151854.28
1858,191267.39
1859,153012.36
1860,191934.28
1861,151530.3
1862,380206.16
1863,380206.16
1864,380206.16
1865,321007.84
1866,331472.56
1867,281025.12
1868,262828.5
1869,199101.66
1870,266489.1
1871,281713.44
1872,182245.36
1873,224252.3
1874,129843.65
1875,208053.52
1876,201661.47
1877,208443.31
1878,211345.86
1879,119459.2
1880,130574.86
1881,251625.05
1882,277786.38
1883,226568.08
1884,234365.36
1885,241455.86
1886,260218.69
1887,204366.69
1888,288691.78
1889,181225.58
1890,118320.586
1891,161236.77
1892,103818.03
1893,132338.55
1894,133239.08
1895,141961.67
1896,126314.98
1897,123965.14
1898,131499.33
1899,140646.75
1900,139657.3
1901,150513.23
1902,131444.4
1903,236884.7
1904,121803.27
1905,172376.94
1906,120891.76
1907,191944.69
1908,148670.36
1909,161011.89
1910,161011.89
1911,207912.34
1912,245390.72
1913,154998.75
1914,80646.57
1915,252544.08
1916,90345.72
1917,308786.0
1918,128533.805
1919,163548.98
1920,162250.03
1921,347035.8
1922,327134.28
1923,217667.95
1924,204426.2
1925,242789.22
1926,343976.22
1927,121537.74
1928,139522.5
1929,111250.055
1930,143440.61
1931,133881.39
1932,155590.84
1933,163325.2
1934,191077.12
1935,181323.7
1936,191507.64
1937,192660.14
1938,149891.12
1939,250130.6
1940,223278.33
1941,193334.16
1942,194957.39
1943,226119.5
1944,345985.06
1945,338305.25
1946,166646.86
1947,291721.28
1948,163189.62
1949,218330.14
1950,186370.34
1951,234525.64
1952,219979.48
1953,153389.3
1954,234394.02
1955,147862.16
1956,333128.2
1957,171324.36
1958,319335.06
1959,166697.36
1960,110627.99
1961,124699.61
1962,130501.05
1963,130126.266
1964,115382.945
1965,171737.36
1966,166000.83
1967,287532.66
1968,328420.0
1969,342660.62
1970,373925.22
1971,449583.47
1972,358344.25
1973,313139.88
1974,322160.7
1975,389120.5
1976,285552.7
1977,332745.0
1978,334947.9
1979,338990.25
1980,204149.58
1981,335274.72
1982,233139.92
1983,233139.92
1984,220973.73
1985,242470.27
1986,250398.77
1987,195564.75
1988,188272.11
1989,226272.19
1990,241361.92
1991,204337.42
1992,235127.16
1993,206303.42
1994,255575.25
1995,220806.9
1996,275920.88
1997,349861.1
1998,305908.44
1999,245244.83
2000,325083.0
2001,277259.3
2002,251356.53
2003,318884.7
2004,303161.84
2005,240914.95
2006,235572.27
2007,291973.25
2008,193248.39
2009,199345.58
2010,223267.31
2011,142553.16
2012,188451.61
2013,190533.27
2014,194073.89
2015,219023.94
2016,197336.03
2017,222969.28
2018,118466.695
2019,110882.15
2020,114883.625
2021,111606.04
2022,169470.23
2023,156775.86
2024,240696.17
2025,331266.88
2026,194191.27
2027,164945.19
2028,206857.84
2029,188381.64
2030,285003.2
2031,257715.2
2032,265369.12
2033,279931.2
2034,204288.38
2035,229851.19
2036,245803.4
2037,247017.06
2038,355027.72
2039,219161.97
2040,368895.16
2041,257782.2
2042,231583.97
2043,167103.45
2044,188671.4
2045,205097.2
2046,152700.77
2047,155242.0
2048,125851.555
2049,158987.55
2050,211702.05
2051,117579.27
2052,134514.8
2053,124229.234
2054,97419.914
2055,142116.89
2056,131004.23
2057,117658.79
2058,199609.58
2059,125866.805
2060,119286.74
2061,174674.66
2062,122129.57
2063,108692.01
2064,133682.36
2065,122629.35
2066,185039.36
2067,136488.67
2068,161032.78
2069,99336.97
2070,114449.07
2071,87595.164
2072,181983.55
2073,133357.08
2074,181512.42
2075,131091.42
2076,117786.016
2077,130332.26
2078,120398.92
2079,150117.77
2080,123460.46
2081,139394.0
2082,138797.06
2083,156325.22
2084,106061.875
2085,125250.36
2086,151342.05
2087,141304.08
2088,119279.48
2089,92266.64
2090,136739.39
2091,115590.74
2092,121599.164
2093,137620.48
2094,116142.914
2095,155258.42
2096,95295.0
2097,95223.734
2098,169350.0
2099,88041.77
2100,118469.375
2101,126989.46
2102,152731.03
2103,99081.52
2104,170934.67
2105,118874.01
2106,98771.24
2107,216943.73
2108,117041.36
2109,114934.13
2110,114628.61
2111,174229.89
2112,128294.695
2113,122228.445
2114,124330.11
2115,153605.81
2116,112000.516
2117,132313.84
2118,122478.77
2119,115941.31
2120,115608.81
2121,100127.92
2122,106665.3
2123,101773.625
2124,214980.81
2125,150662.97
2126,162652.53
2127,150597.81
2128,142401.66
2129,113034.15
2130,150754.3
2131,186575.25
2132,111272.42
2133,130715.3
2134,111924.1
2135,97596.695
2136,105891.63
2137,116442.47
2138,133106.94
2139,151924.47
2140,120325.29
2141,148037.17
2142,124525.19
2143,144189.17
2144,122398.06
2145,117145.52
2146,150257.94
2147,156398.98
2148,158877.34
2149,142073.94
2150,204036.9
2151,138973.3
2152,127747.34
2153,140026.61
2154,108143.27
2155,141593.97
2156,247800.61
2157,217098.81
2158,247489.42
2159,240933.05
2160,204187.2
2161,289437.5
2162,357318.9
2163,333907.88
2164,278583.56
2165,180178.98
2166,140778.55
2167,204438.61
2168,201173.39
2169,221299.17
2170,231339.88
2171,144250.89
2172,137855.55
2173,152772.28
2174,249110.23
2175,340162.3
2176,296760.25
2177,257516.73
2178,255645.78
2179,146869.92
2180,232109.11
2181,209374.98
2182,250938.1
2183,204562.34
2184,125108.09
2185,135869.19
2186,153063.94
2187,152810.28
2188,170290.78
2189,254658.9
2190,104543.766
2191,104543.766
2192,93380.03
2193,105058.586
2194,112300.3
2195,104511.24
2196,118684.77
2197,112076.57
2198,144997.14
2199,180561.77
2200,132672.88
2201,141990.02
2202,179538.36
2203,164113.7
2204,138547.23
2205,128638.664
2206,128693.57
2207,234934.2
2208,227152.39
2209,164656.4
2210,148670.36
2211,109931.18
2212,125015.68
2213,110389.38
2214,149063.58
2215,102642.13
2216,146725.14
2217,101861.88
2218,106298.46
2219,96097.47
2220,89853.77
2221,252544.08
2222,222650.45
2223,287571.62
2224,260576.73
2225,172065.31
2226,143963.48
2227,205500.69
2228,284477.44
2229,259794.12
2230,158523.2
2231,254199.02
2232,180459.34
2233,161413.2
2234,238464.27
2235,196353.33
2236,256997.95
2237,306704.88
2238,271553.6
2239,131582.06
2240,160562.31
2241,144782.7
2242,135871.7
2243,126586.38
2244,114874.85
2245,114874.85
2246,129053.41
2247,113096.0
2248,116564.61
2249,117764.83
2250,131080.7
2251,125384.31
2252,178796.77
2253,176040.2
2254,195350.39
2255,198699.6
2256,213277.64
2257,238726.27
2258,184162.73
2259,191741.69
2260,149101.47
2261,214125.27
2262,223347.73
2263,347522.3
2264,359013.72
2265,173266.94
2266,285883.12
2267,282358.84
2268,382352.4
2269,162799.2
2270,201842.9
2271,212564.92
2272,228112.89
2273,153931.42
2274,165981.42
2275,151991.17
2276,188406.17
2277,197196.75
2278,153970.47
2279,117012.72
2280,106541.85
2281,174240.97
2282,172518.78
2283,136129.2
2284,142697.14
2285,139156.69
2286,119752.77
2287,335698.62
2288,293451.28
2289,314630.4
2290,371175.28
2291,331193.4
2292,382140.25
2293,367488.94
2294,373867.75
2295,393322.53
2296,278027.03
2297,313668.7
2298,334984.5
2299,344043.25
2300,323841.84
2301,300362.4
2302,253057.75
2303,255780.88
2304,300475.84
2305,176059.16
2306,176059.16
2307,177851.38
2308,246671.77
2309,283465.03
2310,231894.16
2311,206083.14
2312,199951.42
2313,190105.84
2314,211148.95
2315,187778.61
2316,230749.3
2317,175121.14
2318,188820.95
2319,211439.61
2320,196541.58
2321,286369.2
2322,197187.67
2323,183317.27
2324,204239.64
2325,215728.53
2326,205282.02
2327,239392.39
2328,241392.33
2329,197692.67
2330,194449.05
2331,327695.22
2332,381250.1
2333,329202.62
2334,287251.3
2335,273939.3
2336,326831.0
2337,205159.7
2338,285169.8
2339,245476.6
2340,379245.16
2341,226572.64
2342,245324.16
2343,214020.05
2344,272553.72
2345,300576.75
2346,233257.25
2347,202165.88
2348,260427.8
2349,186079.86
2350,303456.8
2351,248844.08
2352,292959.75
2353,264132.62
2354,139278.05
2355,152234.69
2356,150244.36
2357,213087.89
2358,202233.39
2359,147374.92
2360,118412.24
2361,133133.28
2362,259353.25
2363,135312.1
2364,147473.25
2365,234796.72
2366,218976.89
2367,247322.55
2368,203455.55
2369,246433.95
2370,185173.06
2371,190379.42
2372,200893.06
2373,271513.03
2374,283377.56
2375,237142.34
2376,249136.22
2377,281786.7
2378,151997.98
2379,220999.47
2380,147706.9
2381,160947.7
2382,206618.75
2383,214642.17
2384,241525.7
2385,138636.05
2386,130453.16
2387,126194.46
2388,124883.76
2389,130392.02
2390,138441.34
2391,126409.05
2392,112265.68
2393,174247.19
2394,133336.16
2395,206924.5
2396,147133.56
2397,179779.16
2398,115407.79
2399,91401.71
2400,91303.06
2401,106593.49
2402,123957.73
2403,176981.55
2404,128806.625
2405,156055.69
2406,121693.32
2407,117261.72
2408,131901.48
2409,125459.48
2410,182965.3
2411,112846.625
2412,135787.95
2413,127130.11
2414,123430.87
2415,145525.78
2416,132764.06
2417,126413.12
2418,112664.086
2419,132844.17
2420,112307.75
2421,136095.81
2422,111180.87
2423,111876.664
2424,147149.52
2425,243805.67
2426,96656.51
2427,116087.445
2428,178156.92
2429,112261.74
2430,126665.28
2431,126526.05
2432,120002.984
2433,125949.414
2434,130009.34
2435,136015.81
2436,114445.766
2437,111244.09
2438,115434.586
2439,113316.016
2440,147907.2
2441,106138.836
2442,102260.35
2443,124598.234
2444,118320.84
2445,97958.82
2446,118247.22
2447,221279.28
2448,148486.7
2449,124399.93
2450,156501.75
2451,125406.02
2452,211169.25
2453,107722.945
2454,105662.93
2455,109252.21
2456,135122.05
2457,104750.35
2458,132219.95
2459,104180.836
2460,157917.02
2461,126722.35
2462,128365.51
2463,132002.27
2464,167233.42
2465,150362.62
2466,133833.84
2467,172119.7
2468,93452.305
2469,109604.21
2470,224948.27
2471,191416.31
2472,189911.9
2473,107454.9
2474,104179.25
2475,228221.44
2476,125922.53
2477,119276.195
2478,153217.78
2479,121201.07
2480,105229.63
2481,122497.33
2482,124932.13
2483,115295.586
2484,127582.6
2485,115470.19
2486,134612.98
2487,205244.06
2488,150517.89
2489,156575.33
2490,126223.14
2491,113843.96
2492,180131.05
2493,124578.35
2494,147847.39
2495,117497.05
2496,227265.67
2497,155698.08
2498,109796.31
2499,107035.64
2500,103681.914
2501,131551.08
2502,137249.14
2503,100408.32
2504,198470.42
2505,236039.48
2506,291471.62
2507,315017.2
2508,291471.62
2509,249011.39
2510,243408.67
2511,196648.06
2512,231914.7
2513,228931.67
2514,249522.95
2515,142575.06
2516,170283.77
2517,129843.65
2518,136170.19
2519,233667.69
2520,226487.3
2521,224047.95
2522,232396.86
2523,127559.07
2524,110599.23
2525,109541.75
2526,136654.1
2527,119095.74
2528,127087.664
2529,125080.01
2530,117408.8
2531,222586.83
2532,238551.6
2533,226804.2
2534,244188.27
2535,287802.47
2536,238655.64
2537,228633.5
2538,212830.17
2539,190017.08
2540,175858.7
2541,213430.27
2542,164564.78
2543,117216.266
2544,124851.73
2545,135333.48
2546,151022.62
2547,147917.23
2548,191497.6
2549,155631.86
2550,467524.94
2551,161236.77
2552,115720.18
2553,104543.766
2554,107137.586
2555,104390.805
2556,96553.67
2557,110581.13
2558,156570.39
2559,126952.22
2560,114983.68
2561,135033.86
2562,137402.17
2563,139978.22
2564,194237.67
2565,137135.2
2566,117079.64
2567,123846.45
2568,174793.83
2569,170939.47
2570,149505.98
2571,145106.77
2572,197076.81
2573,211492.81
2574,292590.6
2575,146981.5
2576,122109.83
2577,140647.02
2578,94332.945
2579,94687.41
2580,133053.25
2581,121848.586
2582,107624.15
2583,250816.1
2584,161830.22
2585,180005.92
2586,207726.42
2587,206079.47
2588,137494.58
2589,145993.84
2590,205931.23
2591,210092.38
2592,226140.34
2593,247263.55
2594,185600.75
2595,229090.64
2596,303532.03
2597,183200.05
2598,272878.5
2599,371934.7
2600,184264.67
2601,194871.47
2602,119873.84
2603,114022.03
2604,112769.19
2605,121299.18
2606,134933.23
2607,165346.08
2608,168315.28
2609,157004.48
2610,103024.96
2611,137337.05
2612,143661.47
2613,116564.61
2614,120723.31
2615,150594.7
2616,126449.06
2617,189916.83
2618,163124.83
2619,219546.77
2620,185928.89
2621,194387.39
2622,201030.23
2623,273121.2
2624,282928.8
2625,294498.1
2626,157111.3
2627,215668.11
2628,391886.3
2629,445680.22
2630,364194.2
2631,408061.0
2632,391784.9
2633,291151.44
2634,344211.5
2635,153051.36
2636,223751.61
2637,169713.66
2638,257982.73
2639,208925.86
2640,143008.53
2641,116969.03
2642,180738.45
2643,149780.84
2644,152252.42
2645,132459.08
2646,127935.66
2647,135773.19
2648,140248.44
2649,138743.9
2650,138328.42
2651,172167.9
2652,368424.66
2653,288430.62
2654,260543.56
2655,337910.97
2656,353258.0
2657,309496.8
2658,281692.2
2659,325174.62
2660,323576.6
2661,334078.3
2662,333065.66
2663,303932.56
2664,282760.28
2665,328844.97
2666,288923.3
2667,184653.77
2668,213498.61
2669,175551.7
2670,323769.1
2671,213498.61
2672,204356.2
2673,213066.27
2674,216393.3
2675,185821.22
2676,219633.66
2677,209081.81
2678,304142.8
2679,304518.0
2680,316627.9
2681,375094.34
2682,333033.12
2683,408285.88
2684,324431.62
2685,334686.62
2686,268337.47
2687,292134.7
2688,243654.39
2689,228632.02
2690,386789.5
2691,201428.33
2692,140978.67
2693,206580.86
2694,140443.72
2695,225528.6
2696,219231.56
2697,204903.36
2698,196691.84
2699,174052.2
2700,160351.17
2701,169922.89
2702,128027.52
2703,185595.19
2704,140114.9
2705,119179.37
2706,116006.58
2707,125090.76
2708,121311.4
2709,106643.33
2710,117501.305
2711,258129.22
2712,335179.94
2713,187267.83
2714,192804.8
2715,187153.64
2716,179271.72
2717,195664.36
2718,245535.69
2719,124216.18
2720,185298.16
2721,133746.66
2722,169080.3
2723,140507.73
2724,115355.195
2725,123060.31
2726,127813.3
2727,147909.88
2728,171817.97
2729,152647.36
2730,130289.87
2731,105727.49
2732,115881.1
2733,151218.55
2734,143078.53
2735,125811.9
2736,145906.39
2737,112583.914
2738,150956.97
2739,156521.81
2740,140777.52
2741,134474.95
2742,160126.3
2743,134400.9
2744,132169.17
2745,127329.805
2746,115836.38
2747,172468.78
2748,134352.0
2749,117102.24
2750,119394.59
2751,108456.86
2752,247898.98
2753,147025.77
2754,212126.08
2755,155094.25
2756,85020.13
2757,90635.984
2758,79672.305
2759,155198.72
2760,136411.0
2761,135663.83
2762,138518.53
2763,185788.77
2764,191887.34
2765,254736.66
2766,130473.65
2767,84508.87
2768,128084.73
2769,126095.74
2770,160621.8
2771,111244.09
2772,112094.98
2773,147572.61
2774,143454.8
2775,125572.97
2776,146424.89
2777,167358.25
2778,128726.24
2779,125212.07
2780,116493.71
2781,96807.56
2782,99775.19
2783,102899.016
2784,123917.33
2785,145807.84
2786,78958.54
2787,131636.5
2788,85709.266
2789,207728.61
2790,105723.4
2791,125058.53
2792,95425.87
2793,155604.69
2794,101229.336
2795,123870.266
2796,95269.85
2797,220678.33
2798,104120.695
2799,117928.44
2800,87746.58
2801,115442.95
2802,134921.81
2803,195253.44
2804,157085.27
2805,111037.76
2806,102808.375
2807,151889.34
2808,134072.12
2809,124128.95
2810,123466.08
2811,154595.1
2812,148423.39
2813,177589.95
2814,176645.98
2815,98104.62
2816,219306.55
2817,129015.734
2818,121513.9
2819,188517.58
2820,133376.39
2821,119597.73
2822,211645.7
2823,263423.88
2824,147247.98
2825,150736.81
2826,119445.24
2827,154574.92
2828,235395.03
2829,240722.5
2830,267199.3
2831,191547.1
2832,209367.98
2833,287212.66
2834,232706.7
2835,221079.77
2836,219936.55
2837,163848.52
2838,147701.94
2839,183314.95
2840,205371.08
2841,226684.97
2842,228418.67
2843,152270.75
2844,188006.73
2845,114961.65
2846,228731.48
2847,201109.31
2848,231141.64
2849,236900.14
2850,315405.3
2851,241531.84
2852,267376.38
2853,238378.5
2854,146422.8
2855,204989.12
2856,228996.97
2857,220890.1
2858,201811.64
2859,101801.01
2860,108961.33
2861,130142.82
2862,226939.52
2863,127998.555
2864,256945.56
2865,161236.77
2866,226479.25
2867,103073.65
2868,137327.88
2869,127311.29
2870,116167.51
2871,112439.35
2872,86480.4
2873,106929.984
2874,119453.41
2875,139345.23
2876,156348.62
2877,140662.27
2878,162983.52
2879,115046.15
2880,125864.766
2881,142500.42
2882,142722.47
2883,192258.2
2884,220835.67
2885,177464.53
2886,161041.58
2887,110546.88
2888,146947.58
2889,82915.42
2890,82646.83
2891,149104.3
2892,92180.484
2893,118114.28
2894,92491.49
2895,258853.84
2896,251193.08
2897,184653.16
2898,186640.17
2899,240889.89
2900,152874.56
2901,179308.72
2902,178721.56
2903,306516.75
2904,336417.03
2905,122008.64
2906,273186.5
2907,138522.73
2908,113985.49
2909,183683.58
2910,93313.15
2911,119873.84
2912,138258.64
2913,119161.17
2914,112769.19
2915,112769.19
2916,119161.17
2917,140134.84
2918,120112.97
2919,268250.53
