ImageId,Label
1219,7
1220,2
1221,0
1222,0
1223,5
1224,0
1225,5
1226,7
1227,4
1228,4
1229,4
1230,5
1231,4
1232,3
1233,0
1234,5
1235,4
1236,0
1237,0
1238,5
1239,4
1240,4
1241,4
1242,0
1243,7
1244,4
1245,2
1246,4
1247,7
1248,4
1249,3
1250,3
1251,2
1252,2
1253,0
1254,4
1255,0
1256,3
1257,7
1258,2
1259,5
1260,3
1261,1
1262,7
1263,4
1264,2
1265,2
1266,2
1267,4
1268,4
1269,3
1270,1
1271,1
1272,0
1273,1
1274,0
1275,0
1276,4
1277,0
1278,2
1279,7
1280,2
1281,1
1282,4
1283,7
1284,0
1285,7
1286,1
1287,0
1288,3
1289,3
1290,1
1291,7
1292,4
1293,4
1294,2
1295,5
1296,4
1297,4
1298,4
1299,3
1300,4
1301,0
1302,2
1303,1
1304,1
1305,4
1306,0
1307,7
1308,0
1309,0
1310,4
1311,2
1312,7
1313,3
1314,5
1315,4
1316,0
1317,2
1318,4
1319,7
1320,5
1321,4
1322,3
1323,5
1324,1
1325,3
1326,0
1327,3
1328,2
1329,2
1330,1
1331,3
1332,0
1333,3
1334,1
1335,4
1336,1
1337,4
1338,5
1339,2
1340,2
1341,2
1342,4
1343,1
1344,3
1345,3
1346,0
1347,5
1348,2
1349,1
1350,3
1351,3
1352,0
1353,7
1354,2
1355,3
1356,2
1357,4
1358,2
1359,1
1360,5
1361,4
1362,5
1363,7
1364,3
1365,2
1366,4
1367,0
1368,4
1369,2
1370,1
1371,2
1372,7
1373,2
1374,1
1375,1
1376,0
1377,0
1378,0
1379,4
1380,1
1381,7
1382,4
1383,0
1384,0
1385,7
1386,5
1387,4
1388,4
1389,3
1390,7
1391,0
1392,4
1393,3
1394,7
1395,4
1396,4
1397,7
1398,2
1399,7
1400,4
1401,1
1402,5
1403,7
1404,2
1405,3
1406,5
1407,7
1408,3
1409,4
1410,5
1411,4
1412,1
1413,5
1414,1
1415,7
1416,3
1417,7
1418,2
1419,1
1420,7
1421,4
1422,2
1423,0
1424,2
1425,1
1426,1
1427,5
1428,0
1429,3
1430,4
1431,4
1432,7
1433,1
1434,0
1435,0
1436,2
1437,4
1438,4
1439,7
1440,4
1441,2
1442,3
1443,2
1444,7
1445,4
1446,2
1447,0
1448,4
1449,4
1450,0
1451,4
1452,3
1453,7
1454,0
1455,4
1456,0
1457,4
1458,7
1459,0
1460,3
1461,5
1462,3
1463,3
1464,0
1465,2
1466,5
1467,3
1468,1
1469,7
1470,3
1471,1
1472,0
1473,2
1474,5
1475,4
1476,3
1477,2
1478,4
1479,4
1480,5
1481,0
1482,7
1483,2
1484,4
1485,4
1486,0
1487,7
1488,4
1489,7
1490,2
1491,7
1492,3
1493,2
1494,4
1495,0
1496,0
1497,0
1498,0
1499,0
1500,3
1501,0
1502,1
1503,3
1504,3
1505,2
1506,2
1507,0
1508,1
1509,2
1510,0
1511,7
1512,3
1513,2
1514,4
1515,2
1516,3
1517,1
1518,7
1519,7
1520,7
1521,5
1522,4
1523,4
1524,0
1525,1
1526,5
1527,2
1528,3
1529,2
1530,5
1531,4
1532,1
1533,5
1534,4
1535,0
1536,7
1537,0
1538,1
1539,0
1540,0
1541,7
1542,1
1543,3
1544,5
1545,5
1546,4
1547,4
1548,7
1549,4
1550,4
1551,4
1552,0
1553,1
1554,4
1555,2
1556,7
1557,4
1558,3
1559,5
1560,0
1561,5
1562,4
1563,0
1564,7
1565,5
1566,0
1567,1
1568,7
1569,4
1570,2
1571,3
1572,0
1573,0
1574,7
1575,5
1576,2
1577,2
1578,1
1579,7
1580,2
1581,3
1582,2
1583,3
1584,1
1585,4
1586,2
1587,2
1588,4
1589,0
1590,2
1591,3
1592,2
1593,3
1594,3
1595,2
1596,4
1597,1
1598,3
1599,2
1600,0
1601,0
1602,7
1603,7
1604,2
1605,2
1606,0
1607,3
1608,2
1609,2
1610,1
1611,5
1612,4
1613,3
1614,3
1615,1
1616,4
1617,3
1618,2
1619,1
1620,1
1621,3
1622,4
1623,1
1624,3
1625,4
1626,4
1627,4
1628,2
1629,2
1630,7
1631,3
1632,4
1633,2
1634,2
1635,1
1636,0
1637,7
1638,3
1639,3
1640,3
1641,3
1642,7
1643,7
1644,7
1645,1
1646,4
1647,2
1648,1
1649,0
1650,0
1651,0
1652,7
1653,7
1654,2
1655,4
1656,4
1657,0
1658,2
1659,4
1660,2
1661,1
1662,3
1663,5
1664,0
1665,3
1666,3
1667,2
1668,2
1669,5
1670,4
1671,3
1672,3
1673,4
1674,5
1675,4
1676,2
1677,2
1678,0
1679,1
1680,3
1681,3
1682,5
1683,2
1684,3
1685,3
1686,0
1687,1
1688,3
1689,3
1690,7
1691,1
1692,5
1693,4
1694,2
1695,0
1696,7
1697,4
1698,5
1699,4
1700,0
1701,2
1702,4
1703,0
1704,7
1705,2
1706,3
1707,0
1708,0
1709,0
1710,7
1711,7
1712,1
1713,5
1714,4
1715,4
1716,4
1717,7
1718,0
1719,3
1720,1
1721,3
1722,3
1723,2
1724,2
1725,4
1726,2
1727,1
1728,2
1729,0
1730,4
1731,3
1732,4
1733,1
1734,4
1735,4
1736,0
1737,3
1738,5
1739,1
1740,0
1741,0
1742,5
1743,3
1744,4
1745,4
1746,7
1747,1
1748,0
1749,0
1750,0
1751,7
1752,1
1753,0
1754,4
1755,3
1756,7
1757,0
1758,3
1759,0
1760,2
1761,0
1762,0
1763,7
1764,4
1765,1
1766,2
1767,4
1768,5
1769,3
1770,1
1771,3
1772,2
1773,2
1774,5
1775,3
1776,3
1777,0
1778,2
1779,7
1780,4
1781,0
1782,5
1783,7
1784,0
1785,4
1786,2
1787,2
1788,3
1789,2
1790,2
1791,4
1792,1
1793,7
1794,2
1795,4
1796,2
1797,2
1798,4
1799,0
1800,4
1801,0
1802,0
1803,0
1804,0
1805,3
1806,0
1807,4
1808,3
1809,0
1810,7
1811,5
1812,2
1813,0
1814,0
1815,1
1816,2
1817,5
1818,2
1819,0
1820,2
1821,7
1822,0
1823,1
1824,3
1825,7
1826,4
1827,3
1828,0
1829,3
1830,5
1831,4
1832,2
1833,3
1834,3
1835,1
1836,0
1837,0
1838,4
1839,0
1840,2
1841,2
1842,2
1843,4
1844,3
1845,0
1846,2
1847,7
1848,1
1849,5
1850,3
1851,2
1852,2
1853,3
1854,4
1855,7
1856,4
1857,3
1858,0
1859,5
1860,7
1861,3
1862,0
1863,2
1864,7
1865,1
1866,3
1867,1
1868,5
1869,2
1870,1
1871,5
1872,2
1873,2
1874,4
1875,4
1876,0
1877,2
1878,7
1879,2
1880,7
1881,4
1882,4
1883,4
1884,3
1885,0
1886,4
1887,3
1888,1
1889,3
1890,2
1891,4
1892,7
1893,2
1894,5
1895,0
1896,1
1897,1
1898,3
1899,2
1900,4
1901,0
1902,0
1903,0
1904,3
1905,7
1906,0
1907,3
1908,0
1909,7
1910,3
1911,1
1912,5
1913,0
1914,4
1915,1
1916,7
1917,4
1918,0
1919,5
1920,4
1921,0
1922,2
1923,4
1924,2
1925,4
1926,2
1927,1
1928,4
1929,4
1930,4
1931,3
1932,4
1933,0
1934,5
1935,2
1936,1
1937,3
1938,0
1939,0
1940,3
1941,7
1942,7
1943,0
1944,7
1945,0
1946,5
1947,2
1948,4
1949,2
1950,0
1951,7
1952,4
1953,5
1954,3
1955,7
1956,7
1957,3
1958,5
1959,0
1960,0
1961,5
1962,3
1963,2
1964,0
1965,3
1966,2
1967,1
1968,0
1969,2
1970,0
1971,7
1972,4
1973,4
1974,5
1975,2
1976,4
1977,0
1978,4
1979,3
1980,0
1981,4
1982,4
1983,0
1984,4
1985,0
1986,2
1987,0
1988,1
1989,7
1990,5
1991,4
1992,3
1993,7
1994,4
1995,3
1996,2
1997,0
1998,0
1999,3
2000,7
2001,4
2002,2
2003,1
2004,2
2005,7
2006,2
2007,4
2008,4
2009,7
2010,1
2011,0
2012,4
2013,1
2014,4
2015,4
2016,7
2017,0
2018,3
2019,4
2020,7
2021,0
2022,4
2023,4
2024,2
2025,2
2026,4
2027,7
2028,3
2029,2
2030,4
2031,5
2032,5
2033,2
2034,5
2035,3
2036,5
2037,2
2038,3
2039,2
2040,2
2041,7
2042,7
2043,3
2044,4
2045,4
2046,2
2047,0
2048,0
2049,2
2050,4
2051,0
2052,7
2053,4
2054,5
2055,0
2056,3
2057,4
2058,3
2059,3
2060,5
2061,4
2062,0
2063,7
2064,0
2065,5
2066,5
2067,2
2068,4
2069,1
2070,4
2071,7
2072,4
2073,0
2074,4
2075,4
2076,3
2077,4
2078,0
2079,0
2080,3
2081,2
2082,1
2083,2
2084,3
2085,2
2086,2
2087,2
2088,2
2089,0
2090,5
2091,7
2092,3
2093,3
2094,3
2095,4
2096,2
2097,2
2098,3
2099,4
2100,3
2101,7
2102,0
2103,3
2104,2
2105,4
2106,2
2107,3
2108,7
2109,0
2110,0
2111,2
2112,7
2113,2
2114,2
2115,2
2116,4
2117,0
2118,5
2119,2
2120,1
2121,7
2122,2
2123,5
2124,7
2125,5
2126,2
2127,2
2128,0
2129,2
2130,4
2131,2
2132,4
2133,4
2134,0
2135,7
2136,2
2137,4
2138,1
2139,4
2140,3
2141,2
2142,1
2143,5
2144,2
2145,0
2146,0
2147,0
2148,1
2149,1
2150,4
2151,7
2152,0
2153,3
2154,4
2155,5
2156,0
2157,5
2158,2
2159,0
2160,0
2161,4
2162,1
2163,5
2164,7
2165,3
2166,3
2167,5
2168,1
2169,0
2170,0
2171,4
2172,5
2173,2
2174,0
2175,7
2176,4
2177,0
2178,2
2179,7
2180,4
2181,4
2182,2
2183,0
2184,4
2185,0
2186,0
2187,4
2188,1
2189,7
2190,4
2191,7
2192,4
2193,4
2194,7
2195,4
2196,3
2197,5
2198,7
2199,5
2200,5
2201,1
2202,7
2203,3
2204,2
2205,4
2206,0
2207,2
2208,4
2209,0
2210,4
2211,0
2212,7
2213,3
2214,1
2215,2
2216,2
2217,7
2218,3
2219,7
2220,7
2221,1
2222,5
2223,5
2224,4
2225,0
2226,1
2227,4
2228,2
2229,1
2230,1
2231,4
2232,2
2233,2
2234,1
2235,1
2236,7
2237,4
2238,4
2239,4
2240,0
2241,3
2242,7
2243,3
2244,4
2245,4
2246,4
2247,0
2248,3
2249,3
2250,3
2251,4
2252,0
2253,3
2254,2
2255,0
2256,1
2257,4
2258,2
2259,0
2260,2
2261,0
2262,5
2263,0
2264,0
2265,1
2266,3
2267,0
2268,4
2269,2
2270,0
2271,1
2272,5
2273,3
2274,4
2275,5
2276,7
2277,2
2278,3
2279,0
2280,7
2281,4
2282,0
2283,3
2284,2
2285,2
2286,0
2287,4
2288,3
2289,4
2290,2
2291,5
2292,4
2293,2
2294,1
2295,4
2296,3
2297,4
2298,2
2299,3
2300,7
2301,2
2302,2
2303,0
2304,3
2305,4
2306,5
2307,3
2308,3
2309,1
2310,5
2311,4
2312,5
2313,4
2314,7
2315,0
2316,1
2317,2
2318,0
2319,3
2320,2
2321,5
2322,4
2323,2
2324,5
2325,4
2326,3
2327,4
2328,2
2329,3
2330,0
2331,0
2332,2
2333,5
2334,4
2335,0
2336,7
2337,3
2338,3
2339,4
2340,3
2341,4
2342,0
2343,7
2344,3
2345,2
2346,7
2347,0
2348,2
2349,2
2350,0
2351,4
2352,4
2353,4
2354,7
2355,4
2356,1
2357,7
2358,2
2359,2
2360,5
2361,0
2362,5
2363,2
2364,7
2365,1
2366,3
2367,0
2368,4
2369,0
2370,3
2371,2
2372,2
2373,4
2374,2
2375,1
2376,1
2377,0
2378,7
2379,2
2380,7
2381,5
2382,3
2383,4
2384,0
2385,3
2386,4
2387,3
2388,7
2389,5
2390,4
2391,7
2392,0
2393,0
2394,7
2395,7
2396,1
2397,2
2398,0
2399,3
2400,0
2401,4
2402,3
2403,0
2404,1
2405,7
2406,0
2407,1
2408,0
2409,5
2410,4
2411,4
2412,0
2413,1
2414,4
2415,0
2416,7
2417,7
2418,4
2419,2
2420,2
2421,3
2422,5
2423,0
2424,0
2425,5
2426,4
2427,4
2428,3
2429,4
2430,2
2431,5
2432,0
2433,0
2434,3
2435,3
2436,3
2437,5
2438,4
2439,0
2440,1
2441,1
2442,5
2443,4
2444,2
2445,2
2446,3
2447,3
2448,4
2449,4
2450,1
2451,0
2452,3
2453,3
2454,5
2455,5
2456,2
2457,4
2458,1
2459,4
2460,3
2461,7
2462,0
2463,3
2464,3
2465,0
2466,7
2467,0
2468,3
2469,3
2470,4
2471,7
2472,3
2473,1
2474,4
2475,0
2476,3
2477,3
2478,4
2479,0
2480,2
2481,1
2482,3
2483,4
2484,7
2485,1
2486,4
2487,0
2488,7
2489,4
2490,2
2491,1
2492,3
2493,0
2494,2
2495,4
2496,0
2497,4
2498,2
2499,2
2500,4
2501,3
2502,7
2503,2
2504,4
2505,1
2506,4
2507,2
2508,4
2509,1
2510,0
2511,2
2512,2
2513,1
2514,0
2515,2
2516,7
2517,2
2518,2
2519,0
2520,2
2521,0
2522,2
2523,0
2524,0
2525,5
2526,0
2527,3
2528,3
2529,0
2530,2
2531,2
2532,4
2533,1
2534,5
2535,4
2536,2
2537,4
2538,2
2539,4
2540,1
2541,1
2542,3
2543,0
2544,1
2545,1
2546,5
2547,0
2548,2
2549,4
2550,7
2551,3
2552,2
2553,0
2554,7
2555,4
2556,0
2557,7
2558,2
2559,2
2560,4
2561,4
2562,5
2563,7
2564,1
2565,3
2566,2
2567,0
2568,4
2569,4
2570,4
2571,0
2572,5
2573,2
2574,4
2575,1
2576,0
2577,3
2578,3
2579,0
2580,1
2581,3
2582,3
2583,2
2584,3
2585,7
2586,7
2587,3
2588,4
2589,2
2590,2
2591,4
2592,3
2593,0
2594,7
2595,2
2596,5
2597,3
2598,2
2599,4
2600,0
2601,2
2602,4
2603,4
2604,3
2605,4
2606,2
2607,0
2608,1
2609,0
2610,7
2611,7
2612,5
2613,4
2614,5
2615,4
2616,7
2617,4
2618,2
2619,3
2620,3
2621,3
2622,2
2623,1
2624,2
2625,4
2626,1
2627,4
2628,7
2629,2
2630,4
2631,2
2632,4
2633,3
2634,4
2635,4
2636,4
2637,4
2638,2
2639,2
2640,3
2641,1
2642,2
2643,2
2644,2
2645,7
2646,2
2647,3
2648,4
2649,7
2650,4
2651,1
2652,0
2653,1
2654,4
2655,0
2656,7
2657,4
2658,4
2659,0
2660,4
2661,7
2662,4
2663,0
2664,3
2665,4
2666,7
2667,4
2668,3
2669,7
2670,0
2671,2
2672,1
2673,2
2674,2
2675,4
2676,2
2677,4
2678,0
2679,2
2680,0
2681,2
2682,3
2683,3
2684,4
2685,7
2686,4
2687,1
2688,4
2689,3
2690,3
2691,2
2692,5
2693,4
2694,0
2695,7
2696,0
2697,1
2698,4
2699,4
2700,7
2701,7
2702,3
2703,0
2704,5
2705,3
2706,1
2707,4
2708,2
2709,2
2710,7
2711,7
2712,1
2713,0
2714,5
2715,1
2716,2
2717,0
2718,3
2719,2
2720,7
2721,3
2722,7
2723,2
2724,4
2725,4
2726,5
2727,0
2728,0
2729,1
2730,1
2731,2
2732,4
2733,4
2734,4
2735,1
2736,2
2737,4
2738,4
2739,5
2740,3
2741,7
2742,7
2743,3
2744,7
2745,4
2746,7
2747,0
2748,4
2749,0
2750,3
2751,4
2752,3
2753,1
2754,4
2755,2
2756,3
2757,0
2758,0
2759,2
2760,3
2761,4
2762,7
2763,1
2764,1
2765,3
2766,1
2767,3
2768,2
2769,3
2770,1
2771,0
2772,0
2773,3
2774,5
2775,0
2776,7
2777,2
2778,0
2779,2
2780,1
2781,3
2782,1
2783,1
2784,3
2785,2
2786,2
2787,3
2788,1
2789,7
2790,4
2791,7
2792,4
2793,7
2794,5
2795,1
2796,0
2797,2
2798,3
2799,7
2800,2
2801,4
2802,4
2803,4
2804,0
2805,4
2806,2
2807,0
2808,0
2809,0
2810,4
2811,3
2812,1
2813,4
2814,2
2815,4
2816,5
2817,1
2818,5
2819,1
2820,1
2821,4
2822,7
2823,0
2824,1
2825,2
2826,4
2827,4
2828,1
2829,4
2830,2
2831,0
2832,2
2833,4
2834,2
2835,2
2836,2
2837,5
2838,5
2839,5
2840,4
2841,3
2842,2
2843,1
2844,1
2845,2
2846,5
2847,2
2848,1
2849,0
2850,4
2851,7
2852,4
2853,7
2854,1
2855,0
2856,2
2857,4
2858,0
2859,5
2860,3
2861,3
2862,4
2863,0
2864,2
2865,1
2866,0
2867,0
2868,3
2869,1
2870,2
2871,0
2872,2
2873,4
2874,3
2875,4
2876,0
2877,4
2878,0
2879,3
2880,1
2881,4
2882,4
2883,2
2884,1
2885,7
2886,0
2887,4
2888,3
2889,3
2890,3
2891,3
2892,4
2893,0
2894,2
2895,7
2896,4
2897,4
2898,3
2899,1
2900,3
2901,2
2902,3
2903,1
2904,1
2905,2
2906,0
2907,0
2908,7
2909,0
2910,5
2911,1
2912,2
2913,0
2914,2
2915,7
2916,4
2917,0
2918,4
2919,7
2920,2
2921,2
2922,3
2923,4
2924,4
2925,4
2926,2
2927,7
2928,7
2929,0
2930,7
2931,1
2932,7
2933,7
2934,3
2935,7
2936,3
2937,7
2938,2
2939,5
2940,2
2941,1
2942,4
2943,7
2944,7
2945,7
2946,3
2947,7
2948,4
2949,7
2950,4
2951,4
2952,5
2953,2
2954,4
2955,5
2956,0
2957,7
2958,2
2959,1
2960,2
2961,2
2962,2
2963,7
2964,2
2965,5
2966,2
2967,4
2968,5
2969,4
2970,2
2971,2
2972,2
2973,4
2974,7
2975,4
2976,5
2977,1
2978,1
2979,1
2980,4
2981,5
2982,2
2983,1
2984,7
2985,0
2986,7
2987,4
2988,2
2989,7
2990,2
2991,3
2992,1
2993,5
2994,7
2995,1
2996,5
